price,beds,baths,sqft,sqftlot,broker,address
"$185,000",3bed,1.5bath,"1,482sqft","7,405sqft lot",Better Homes and Gardens Real Estate The Good Life Group,"7725 Seward St, Omaha, NE 68114"
"$235,000",3bed,2bath,"1,572sqft","6,098sqft lot",Keller Williams Greater Omaha,"6624 N 149th Ave, Omaha, NE 68116"
"$145,000",3bed,2bath,"1,310sqft","6,728sqft lot",Better Homes and Gardens Real Estate The Good Life Group,"6058 Patterson St, Ralston, NE 68117"
"$309,900",4bed,2.5bath,"2,927sqft","8,712sqft lot",BHHS Ambassador Real Estate,"15380 Nicholas St, Omaha, NE 68154"
"$210,000",3bed,1.5bath,"1,800sqft","6,970sqft lot",Better Homes and Gardens Real Estate The Good Life Group,"915 N 74th Ave, Omaha, NE 68114"
"$239,000",4bed,2.5bath,"2,200sqft",0.24acre lot,Nebraska Realty,"609 S 111th St, Omaha, NE 68154"
"$425,000",4bed,3bath,"2,810sqft",0.33acre lot,NP Dodge - 204Dodge Branch Office,"3321 Bridgeford Rd, Omaha, NE 68124"
"$425,000",4bed,2.5bath,"3,759sqft",0.39acre lot,BHHS Ambassador Real Estate,"1510 S 174th Cir, Omaha, NE 68130"
"$305,000",4bed,2.5bath,"2,288sqft","6,534sqft lot",NP Dodge - 108Dodge Branch Office,"5404 Decatur St, Omaha, NE 68104"
"$270,000",3bed,2.5bath,"2,174sqft",0.27acre lot,Nebraska Realty,"3526 N 152nd Ave, Omaha, NE 68116"
"$697,000",5bed,5bath,"3,824sqft",0.4acre lot,Bhhs Ambassador Real Estate,"3310 N 177th St, Omaha, NE 68116"
"$549,500",4bed,3.5bath,"2,944sqft",0.25acre lot,BHHS Ambassador Real Estate,"3215 S 188th Ave, Omaha, NE 68130"
"$220,000",4bed,3bath,"1,873sqft",0.31acre lot,BHHS Ambassador Real Estate,"1530 S 120th St, Omaha, NE 68144"
"$195,000",3bed,1.5bath,"1,596sqft","5,227sqft lot",Bhhs Ambassador Real Estate,"13688 V St, Omaha, NE 68137"
"$255,000",3bed,2.5bath,"2,378sqft","6,976sqft lot",NP Dodge - 148Dodge Branch Office,"1417 N 154th St, Omaha, NE 68154"
"$280,000",3bed,2.5bath,"2,025sqft",0.36acre lot,BHHS Ambassador Real Estate,"15014 I Cir, Omaha, NE 68137"
"$200,000",3bed,2bath,"1,879sqft","4,410sqft lot",Nebraska Realty,"7312 N 80th St, Omaha, NE 68122"
"$530,000",5bed,3bath,"3,148sqft",0.25acre lot,Nebraska Realty,"18504 Merion Dr, Omaha, NE 68136"
"$399,900",3bed,3bath,"2,461sqft",0.45acre lot,NP Dodge - 108Dodge Branch Office,"600 Ridgewood Ave, Omaha, NE 68114"
"$255,000",4bed,2bath,"2,250sqft",0.32acre lot,Dream Realty,"1612 N 94th St, Omaha, NE 68114"
"$357,750",3bed,2bath,"1,805sqft",0.29acre lot,NP Dodge - 204Dodge Branch Office,"16362 Young Cir, Omaha, NE 68164"
"$200,000",3bed,2.5bath,"1,677sqft","4,960sqft lot",Nebraska Realty,"2641 N 129th Cir, Omaha, NE 68164"
"$260,000",3bed,3bath,"1,199sqft","8,325sqft lot",BHHS Ambassador Real Estate,"4707 N 175th Ave, Omaha, NE 68116"
"$179,900",3bed,3bath,"1,414sqft","7,405sqft lot",Tnt Realty Inc,"6913 Charles St, Omaha, NE 68132"
"$260,000",5bed,2bath,"2,232sqft","5,760sqft lot",NP Dodge - 108Dodge Branch Office,"3236 Myrtle Ave, Omaha, NE 68131"
"$199,000",2bed,3bath,"1,642sqft","4,356sqft lot",Nebraska Realty,"2314 S 118th Ct, Omaha, NE 68144"
"$199,000",3bed,2bath,"2,006sqft","6,688sqft lot",BHHS Ambassador Real Estate,"1025 N 34th St, Omaha, NE 68131"
"$1,550,000",,,700sqft,0.36acre lot,Nebraska Realty,"3025 Meredith Ave, Omaha, NE 68111"
"$159,000",2bed,1bath,980sqft,"1,004sqft lot",BHHS Ambassador Real Estate,"3828 Cass St Apt 6, Omaha, NE 68131"
"$330,775",3bed,3bath,"1,843sqft","5,053sqft lot",Bhhs Ambassador Real Estate,"1072 N 170 Ter, Omaha, NE 68118"
"$175,000",3bed,1.5bath,"1,100sqft","3,330sqft lot",NP Dodge - 108Dodge Branch Office,"5806 Corby St, Omaha, NE 68104"
"$225,000",3bed,2.5bath,"1,626sqft","5,227sqft lot",Nebraska Realty,"5735 Rambleridge Rd, Omaha, NE 68164"
"$299,000",6bed,2.5+bath,"1,300sqft","9,216sqft lot",P J MORGAN REAL ESTATE,"9510 12 Binney St, Omaha, NE 68134"
"$241,000",3bed,3bath,"1,969sqft","5,663sqft lot",CENTURY 21 Century Real Estate,"2617 N 131st Cir, Omaha, NE 68164"
"$350,000",3bed,3.5bath,"3,291sqft","7,841sqft lot",Bhhs Ambassador Real Estate,"558 S 180th Ter, Omaha, NE 68022"
"$220,000",3bed,1bath,"1,535sqft","6,098sqft lot",kwELITE Real Estate,"14906 Willow Creek Dr, Omaha, NE 68138"
"$99,900",2bed,2bath,"1,576sqft","3,920sqft lot",Tnt Realty Inc,"2763 Dupont St, Omaha, NE 68105"
"$219,900",1bed,1bath,964sqft,,BHHS Ambassador Real Estate,"220 S 31st Ave Apt 3410, Omaha, NE 68131"
"$339,900",4bed,3.5bath,"2,810sqft","8,712sqft lot",BHHS Ambassador Real Estate,"2614 N 154th St, Omaha, NE 68116"
"$465,595",4bed,2.5bath,"2,568sqft",0.39acre lot,BHHS Ambassador Real Estate,"18512 Merion Dr, Omaha, NE 68136"
"$290,000",3bed,3bath,"2,330sqft","9,757sqft lot",BHHS Ambassador Real Estate,"8429 S 65th St, Omaha, NE 68157"
"$180,000",3bed,1.5bath,"1,630sqft","9,990sqft lot",Coldwell Banker NHS RE,"9168 Boyd St, Omaha, NE 68134"
"$549,900",5bed,3bath,"3,755sqft",0.24acre lot,Better Homes And Gardens R.E.,"18333 Cheyenne Rd, Omaha, NE 68136"
"$650,000",5bed,3.5bath,"3,364sqft",0.25acre lot,Nebraska Realty,"16863 Crown Point Ave, Omaha, NE 68116"
"$192,000",3bed,2bath,"1,226sqft","5,663sqft lot",NP Dodge - 108Dodge Branch Office,"10910 Girard St, Omaha, NE 68142"
"$330,000",4bed,2.5bath,"3,076sqft","9,310sqft lot",BHHS Ambassador Real Estate,"14460 Erskine St, Omaha, NE 68116"
"$575,000",4bed,3.5bath,"3,098sqft",1.66acre lot,BHHS Ambassador Real Estate,"7121 Northland Dr, Omaha, NE 68152"
"$650,000",5bed,3.5bath,"3,364sqft",0.31acre lot,Nebraska Realty,"16859 Crown Point Ave, Omaha, NE 68116"
"$280,000",3bed,3.5bath,"2,351sqft","8,712sqft lot",Nebraska Realty,"15704 S St, Omaha, NE 68135"
"$235,000",3bed,2bath,"1,427sqft","6,665sqft lot",Legacy Real Estate Llc,"18651 Allan St, Omaha, NE 68135"
"$364,900",5bed,3bath,"2,883sqft",0.72acre lot,P J MORGAN REAL ESTATE,"20161 Farnam St, Elkhorn, NE 68022"
"$270,000",4bed,3bath,"3,480sqft",0.38acre lot,BHHS Ambassador Real Estate,"8325 N 37th St, Omaha, NE 68112"
"$239,900",3bed,2bath,"1,608sqft","5,663sqft lot",BHHS Ambassador Real Estate,"6131 S 190th Ter, Omaha, NE 68135"
"$219,000",4bed,2bath,"1,681sqft","6,970sqft lot",BHHS Ambassador Real Estate,"7329 Wyoming St, Omaha, NE 68122"
"$334,900",3bed,3bath,"2,683sqft","8,276sqft lot",Nebraska Realty,"6018 S 146th St, Omaha, NE 68137"
"$475,000",5bed,4.5bath,"3,986sqft",0.25acre lot,Milford Real Estate,"20134 Douglas St, Omaha, NE 68022"
"$275,000",4bed,3bath,"2,466sqft",0.28acre lot,Nebraska Realty,"12512 Pierce St, Omaha, NE 68144"
"$479,900",4bed,4.5bath,"3,796sqft",0.43acre lot,Better Homes and Gardens Real Estate The Good Life Group,"226 S 167th St, Omaha, NE 68118"
"$225,000",3bed,2.5bath,"1,276sqft","6,970sqft lot",RAINBOW REALTY,"2617 N 140th Ave, Omaha, NE 68164"
"$198,000",4bed,2bath,"1,520sqft","7,482sqft lot",Bhhs Ambassador Real Estate,"5804 N 68th St, Omaha, NE 68104"
"$232,500",3bed,2bath,"1,322sqft","8,069sqft lot",NP Dodge - 108Dodge Branch Office,"5325 S Hws Cleveland Blvd, Omaha, NE 68135"
"$424,900",3bed,2.5bath,"2,949sqft",0.29acre lot,Big Omaha Realty,"1722 S 175th St, Omaha, NE 68130"
"$540,000",5bed,3.5bath,"3,855sqft",0.28acre lot,Bhhs Ambassador Real Estate,"20156 George B Lake Pkwy, Omaha, NE 68130"
"$575,000",4bed,3.5bath,"2,635sqft",0.23acre lot,Liberty Core Real Estate,"5510 N 207 St, Elkhorn, NE 68022"
"$348,100",3bed,2bath,"1,473sqft","8,712sqft lot",Bhhs Ambassador Real Estate,"9710 S 184th St, Omaha, NE 68136"
"$330,325",3bed,3bath,"1,843sqft","4,182sqft lot",Bhhs Ambassador Real Estate,"17075 Irving St, Omaha, NE 68118"
"$134,500",2bed,1bath,845sqft,"8,448sqft lot",BHHS Ambassador Real Estate,"4865 NW Radial Hwy, Omaha, NE 68104"
"$125,000",2bed,1bath,942sqft,"6,098sqft lot",Nebraska Realty Sarpy County,"2529 N 48th St, Omaha, NE 68104"
"$315,000",4bed,2.5bath,"2,508sqft","2,508sqft lot",BHHS Ambassador Real Estate,"15804 Monroe St, Omaha, NE 68135"
"$140,000",5bed,2bath,"2,442sqft","6,600sqft lot",Nebraska Realty,"1502 Olin Ave, Omaha, NE 68108"
"$109,900",4bed,1bath,"1,476sqft","5,000sqft lot",Realty One Group Sterling,"1805 Pratt St, Omaha, NE 68110"
"$129,950",2bed,1bath,"1,135sqft","6,534sqft lot",Better Homes and Gardens Real Estate The Good Life Group,"4317 Charles St, Omaha, NE 68131"
"$334,725",3bed,3bath,"1,843sqft","5,881sqft lot",Bhhs Ambassador Real Estate,"1076 N 170 Ter, Omaha, NE 68118"
"$68,000",2bed,1bath,768sqft,"7,405sqft lot",NP Dodge - 204Dodge Branch Office,"4919 N 40th St, Omaha, NE 68111"
"$75,000",2bed,1bath,"1,222sqft",0.23acre lot,Don Peterson & Associates R E,"3901 Curtis Ave, Omaha, NE 68111"
"$165,000",3bed,1bath,"2,580sqft",0.23acre lot,NP Dodge - 148Dodge Branch Office,"6617 Spaulding St, Omaha, NE 68104"
"$244,900",3bed,2bath,"1,750sqft","7,405sqft lot",WOODS BROS REALTY,"5203 N 129th St, Omaha, NE 68164"
"$170,000",3bed,2bath,"2,056sqft","6,534sqft lot",Flatwater Realty,"4326 Grand Ave, Omaha, NE 68111"
"$395,000",5bed,3.5bath,"4,130sqft",0.25acre lot,Nebraska Realty,"15116 Newport Ave, Omaha, NE 68116"
"$125,000",2bed,2bath,,,Bhhs Ambassador Real Estate,"1231 S 121st Plz Apt 112, Omaha, NE 68144"
"$340,000",4bed,3.5bath,"3,541sqft","9,750sqft lot",Better Homes and Gardens Real Estate The Good Life Group,"6405 N 151st St, Omaha, NE 68116"
"$200,000",2bed,2bath,"1,320sqft","6,550sqft lot",Nebraska Realty,"3901 V St, Omaha, NE 68107"
"$499,000",4bed,3.5bath,"4,319sqft",0.3acre lot,BHHS Ambassador Real Estate,"15716 Burdette St, Omaha, NE 68116"
"$445,000",4bed,2.5+bath,"2,752sqft",0.26acre lot,NP Dodge - 108Dodge Branch Office,"1844 N 52nd St, Omaha, NE 68104"
"$225,000",4bed,1.5bath,"1,792sqft","6,720sqft lot",BHHS Ambassador Real Estate,"3625 S 23rd St, Omaha, NE 68108"
"$235,000",1bed,1bath,874sqft,,Bhhs Ambassador Real Estate,"1308 Jackson St Ste 417, Omaha, NE 68102"
"$385,000",4bed,3bath,"3,598sqft","9,148sqft lot",NP Dodge - 108Dodge Branch Office,"1833 N 132nd Avenue Cir, Omaha, NE 68154"
"$267,000",3bed,2.5bath,"2,294sqft","8,750sqft lot",Nebraska Realty Sarpy County,"7121 S 49th St, Omaha, NE 68157"
"$169,900",3bed,2bath,"2,433sqft","6,098sqft lot",Bhhs Ambassador Real Estate,"2304 N 70th St, Omaha, NE 68104"
"$220,000",3bed,2bath,"1,355sqft",0.23acre lot,BHHS Ambassador Real Estate,"8104 S 158th St, Omaha, NE 68136"
"$235,000",3bed,2bath,"1,520sqft","5,663sqft lot",Exp Realty Llc,"8054 Redick Ave, Omaha, NE 68122"
"$147,000",3bed,1bath,940sqft,"7,405sqft lot",Nebraska Realty,"7005 S 50th St, Omaha, NE 68157"
"$235,000",3bed,2.5bath,"1,958sqft","4,356sqft lot",Bhhs Ambassador Real Estate,"5122 Eastridge Dr, Omaha, NE 68134"
"$390,000",5bed,3.5bath,"3,103sqft",0.23acre lot,Better Homes and Gardens Real Estate The Good Life Group,"20905 Plum St, Elkhorn, NE 68022"
"$495,000",5bed,3.5bath,"3,025sqft",0.25acre lot,NP Dodge - 148Dodge Branch Office,"19605 Decatur St, Omaha, NE 68022"
"$385,000",3bed,2bath,"1,825sqft","8,276sqft lot",BHHS Ambassador Real Estate,"4931 N 205th St, Omaha, NE 68022"
"$450,000",5bed,4.5bath,"3,968sqft",0.24acre lot,Better Homes and Gardens Real Estate The Good Life Group,"20464 C St, Omaha, NE 68022"
"$285,000",4bed,3bath,"2,116sqft","9,130sqft lot",Bhhs Ambassador Real Estate,"6354 Ponderosa Dr, Omaha, NE 68137"
"$240,000",3bed,2.5bath,"1,790sqft","9,148sqft lot",Peterson Bros Realty,"2105 S 162nd Cir, Omaha, NE 68130"
"$375,000",5bed,3.5bath,"2,870sqft",0.23acre lot,NP Dodge - 108Dodge Branch Office,"6002 N 154th Ave, Omaha, NE 68116"
"$315,000",4bed,3bath,"2,472sqft","7,841sqft lot",BHHS Ambassador Real Estate,"5825 S 191st Ave, Omaha, NE 68135"
"$199,000",3bed,2bath,"1,600sqft","5,936sqft lot",Bhhs Ambassador Real Estate,"8215 Bowie Dr, Omaha, NE 68114"
"$335,000",4bed,2.5bath,"2,395sqft","9,017sqft lot",Nebraska Realty,"16809 Briar St, Omaha, NE 68136"
"$180,000",3bed,1bath,"1,092sqft","9,148sqft lot",BHHS Ambassador Real Estate,"4217 N 94th St, Omaha, NE 68134"
"$199,000",3bed,2bath,"1,742sqft","7,405sqft lot",Nebraska Realty,"3126 S 120th St, Omaha, NE 68144"
"$239,950",3bed,2.5bath,"1,936sqft",0.3acre lot,BHHS Ambassador Real Estate,"12221 S Deer Hollow Dr, Omaha, NE 68154"
"$220,000",3bed,2bath,"1,114sqft",0.46acre lot,RE/MAX Results,"7415 S 176th Cir, Omaha, NE 68136"
"$87,000",3bed,1bath,"1,210sqft",479sqft lot,kwELITE Real Estate,"4432 N 21st St, Omaha, NE 68110"
"$125,000",2bed,1.5bath,"1,670sqft","3,290sqft lot",NP Dodge - 148Dodge Branch Office,"2105 Evans St, Omaha, NE 68110"
"$150,000",3bed,1bath,"1,426sqft","6,970sqft lot",kwELITE Real Estate,"6109 N 24th St, Omaha, NE 68110"
"$275,000",3bed,1.5+bath,"1,755sqft","7,425sqft lot",Bhhs Ambassador Real Estate,"1816 N 49th Ave, Omaha, NE 68104"
"$495,000",6bed,4bath,"3,918sqft","8,700sqft lot",BHHS Ambassador Real Estate,"3858 Cass St, Omaha, NE 68131"
"$272,000",3bed,2.5bath,"2,480sqft","6,970sqft lot",NP Dodge - 108Dodge Branch Office,"15262 U St, Omaha, NE 68137"
"$135,000",3bed,2bath,"1,106sqft","6,098sqft lot",Nebraska Realty,"3190 Meredith Ave, Omaha, NE 68111"
"$160,000",4bed,3bath,"1,674sqft","6,336sqft lot",Keller Williams Greater Omaha,"4520 N 38th St, Omaha, NE 68111"
"$190,000",3bed,2bath,"1,418sqft","5,400sqft lot",BHHS Ambassador Real Estate,"12712 Camden Ave, Omaha, NE 68164"
"$245,000",3bed,2bath,"1,842sqft",0.25acre lot,Nebraska Realty Sarpy County,"6535 S 110th St, Omaha, NE 68137"
"$249,900",3bed,2bath,"1,517sqft","5,227sqft lot",NP Dodge - 108Dodge Branch Office,"5012 Burt St, Omaha, NE 68132"
"$384,500",3bed,3bath,"2,810sqft",0.37acre lot,BHHS Ambassador Real Estate,"9205 Timberline Dr, Omaha, NE 68152"
"$214,900",3bed,2.5bath,"1,328sqft",0.3acre lot,Nebraska Realty,"21514 Arabian Rd, Omaha, NE 68022"
"$210,000",3bed,2bath,"1,372sqft","9,583sqft lot",Maxim Realty Group Llc,"4635 N 127th St, Omaha, NE 68164"
"$140,000",2bed,2bath,"1,176sqft","6,970sqft lot",Nebraska Realty,"6780 Manderson St, Omaha, NE 68104"
"$1,450,000",4bed,3.5bath,"5,593sqft",1acre lot,BHHS Ambassador Real Estate,"6440 Howell St, Omaha, NE 68152"
"$149,900",3bed,1bath,"1,396sqft","5,663sqft lot",Nebraska Realty,"4308 N 55th Ave, Omaha, NE 68104"
"$185,000",3bed,1.5bath,"1,356sqft","6,970sqft lot",BHHS Ambassador Real Estate,"3254 S 77th Ave, Omaha, NE 68124"
"$595,000",5bed,4.5+bath,"5,815sqft",0.35acre lot,BHHS Ambassador Real Estate,"16222 Hartman Ave, Omaha, NE 68116"
"$220,000",3bed,2bath,"1,438sqft","4,792sqft lot",Bhhs Ambassador Real Estate,"5183 S 147th Cir, Omaha, NE 68137"
"$210,000",3bed,1.5bath,"1,450sqft","7,362sqft lot",Keller Williams Greater Omaha,"12827 Olive St, Omaha, NE 68138"
"$255,000",3bed,2.5bath,"2,286sqft",0.23acre lot,BHHS Ambassador Real Estate,"1503 N 144th Avenue Cir, Omaha, NE 68154"
"$179,900",3bed,2bath,"1,120sqft","6,534sqft lot",Bhhs Ambassador Real Estate,"3317 S 82nd St, Omaha, NE 68124"
"$1,500,000",5bed,3.5+bath,"5,852sqft",0.63acre lot,Bhhs Ambassador Real Estate,"1301 Ranch View Ln, Omaha, NE 68022"
"$165,000",3bed,2bath,"1,443sqft","9,375sqft lot",Bhhs Ambassador Real Estate,"13235 Carpenter St, Omaha, NE 68138"
"$170,000",3bed,2bath,"1,272sqft","7,449sqft lot",Exp Realty Llc,"7110 Wood River Dr, Omaha, NE 68157"
"$145,000",2bed,1bath,"1,007sqft","7,492sqft lot",Bhhs Ambassador Real Estate,"3619 N 61st St, Omaha, NE 68104"
"$240,000",3bed,2bath,"1,492sqft",0.23acre lot,BHHS Ambassador Real Estate,"6112 S 191st Ter, Omaha, NE 68135"
"$225,000",3bed,2bath,"1,444sqft","6,000sqft lot",Bhhs Ambassador Real Estate,"15222 Chalco Pointe Dr, Omaha, NE 68138"
"$210,000",3bed,2bath,"1,587sqft","6,534sqft lot",NP Dodge - 108Dodge Branch Office,"7407 N 73rd Ave, Omaha, NE 68122"
"$145,000",3bed,2bath,"1,044sqft","5,227sqft lot",Better Homes and Gardens Real Estate The Good Life Group,"5516 St, Omaha, NE 68117"
"$255,000",3bed,2.5+bath,"1,958sqft","8,276sqft lot",Nebraska Realty,"7763 N 106th St, Omaha, NE 68122"
"$425,900",4bed,3bath,"3,320sqft",0.36acre lot,NP Dodge - 204Dodge Branch Office,"1862 S 90th St, Omaha, NE 68124"
"$365,000",4bed,2.5bath,"2,602sqft",0.26acre lot,BHHS Ambassador Real Estate,"836 S 131st Ave, Omaha, NE 68154"
"$265,000",3bed,2.5bath,"2,021sqft","7,841sqft lot",BHHS Ambassador Real Estate,"13512 Montclair Dr, Omaha, NE 68144"
"$219,000",3bed,2bath,"1,082sqft","6,098sqft lot",Landmark Group,"13032 Vernon Ave, Omaha, NE 68164"
"$335,000",3bed,2.5bath,"2,494sqft",0.34acre lot,BHHS Ambassador Real Estate,"6620 N 158th St, Omaha, NE 68116"
"$225,000",3bed,2bath,"1,594sqft","8,568sqft lot",Better Homes And Gardens R.E.,"314 N 153rd Cir, Omaha, NE 68154"
"$175,000",3bed,2bath,"1,318sqft",0.24acre lot,Better Homes and Gardens Real Estate The Good Life Group,"9711 Larimore Ave, Omaha, NE 68134"
"$287,000",3bed,2bath,"1,461sqft","9,191sqft lot",Better Homes And Gardens R.E.,"18914 Rosewood St, Omaha, NE 68136"
"$320,000",4bed,3bath,"2,122sqft","7,841sqft lot",Bhhs Ambassador Real Estate,"17587 Grand Ave, Omaha, NE 68116"
"$775,000",4bed,3.5bath,"4,756sqft",0.39acre lot,BHHS Ambassador Real Estate,"3404 S 169th Plz, Omaha, NE 68130"
"$199,000",2bed,2bath,"1,437sqft","3,920sqft lot",Nebraska Realty,"6116 S 116th St, Omaha, NE 68137"
"$200,000",2bed,2bath,"1,233sqft","4,792sqft lot",Better Homes And Gardens R.E.,"15308 T St, Omaha, NE 68137"
"$140,000",2bed,1bath,926sqft,"3,920sqft lot",NP Dodge - Sarpy County Branch Office,"5002 N 27th St, Omaha, NE 68111"
"$285,000",5bed,3bath,"3,197sqft",0.3acre lot,BHHS Ambassador Real Estate,"2709 N 45th Ave, Omaha, NE 68104"
"$125,000",3bed,1bath,"1,479sqft","3,920sqft lot",NP Dodge - 108Dodge Branch Office,"2201 Pratt St, Omaha, NE 68110"
"$185,000",3bed,1bath,"1,772sqft","6,098sqft lot",BHHS Ambassador Real Estate,"4173 Cass St, Omaha, NE 68131"
"$280,000",3bed,3.5bath,"2,861sqft","7,788sqft lot",Nebraska Realty,"10535 Mary St, Omaha, NE 68122"
"$190,000",4bed,2bath,"1,460sqft","5,663sqft lot",RAINBOW REALTY,"4119 S 20th St, Omaha, NE 68107"
"$479,500",5bed,3.5bath,"3,412sqft",0.3acre lot,BHHS Ambassador Real Estate,"2514 N 184th St, Omaha, NE 68022"
"$389,000",4bed,3.5bath,"3,403sqft",0.72acre lot,BHHS Ambassador Real Estate,"6405 Country Club Rd, Omaha, NE 68152"
"$190,000",3bed,1.5bath,"1,760sqft","7,667sqft lot",Nebraska Realty,"7010 S 52nd St, Omaha, NE 68157"
"$249,000",4bed,2bath,"2,115sqft","7,950sqft lot",P J MORGAN REAL ESTATE,"438 N 38th Ave, Omaha, NE 68131"
"$275,000",3bed,2.5bath,"2,294sqft","6,534sqft lot",Exp Realty Llc,"3516 S 191st Ave, Omaha, NE 68130"
"$360,000",4bed,2.5+bath,"3,221sqft","1,045sqft lot",Bhhs Ambassador Real Estate,"4755 S 167th St, Omaha, NE 68135"
"$234,500",3bed,2bath,"1,508sqft","6,750sqft lot",Bhhs Ambassador Real Estate,"5629 Oak St, Omaha, NE 68106"
"$265,000",3bed,2.5bath,"1,762sqft",0.3acre lot,NP Dodge - 108Dodge Branch Office,"6105 S 92nd Ave, Ralston, NE 68127"
"$122,000",2bed,1bath,"1,020sqft","6,800sqft lot",Exp Realty Llc,"6910 Pinkney St, Omaha, NE 68104"
"$230,000",3bed,2.5bath,"1,764sqft","9,148sqft lot",Better Homes and Gardens Real Estate The Good Life Group,"17610 H Cir, Omaha, NE 68135"
"$269,000",3bed,3bath,"2,384sqft","7,370sqft lot",Nebraska Realty,"13205 Martha Cir, Omaha, NE 68144"
"$185,000",3bed,2bath,"1,474sqft","5,663sqft lot",Nebraska Realty,"8936 N 78th Avenue Cir, Omaha, NE 68122"
"$325,000",3bed,3bath,"2,279sqft",0.3acre lot,NP Dodge - 204Dodge Branch Office,"912 S 177th Cir, Omaha, NE 68118"
"$315,000",3bed,3bath,"2,130sqft","6,300sqft lot",Better Homes and Gardens Real Estate The Good Life Group,"903 N 50th Ave, Omaha, NE 68132"
"$325,000",6bed,4.5bath,"2,906sqft",0.24acre lot,Bhhs Ambassador Real Estate,"716 S 130th St, Omaha, NE 68154"
"$249,500",5bed,3bath,"2,054sqft","6,204sqft lot",Nebraska Realty,"2609 S 61st St, Omaha, NE 68106"
"$219,000",3bed,2.5bath,"1,724sqft","9,438sqft lot",Cnc Realty Llc,"3341 N 207th Ter, Elkhorn, NE 68022"
"$300,000",4bed,2.5bath,"2,859sqft","7,405sqft lot",BHHS Ambassador Real Estate,"15711 Westchester Cir, Omaha, NE 68118"
"$215,000",3bed,2.5bath,"1,658sqft",0.32acre lot,Keller Williams Greater Omaha,"1438 S 76th St, Omaha, NE 68124"
"$485,000",2bed,2bath,"2,092sqft",,Better Homes and Gardens Real Estate The Good Life Group,"770 N 93rd St Apt 2B8, Omaha, NE 68114"
"$235,000",3bed,3bath,"1,432sqft","7,187sqft lot",BHHS Ambassador Real Estate,"15105 Chalco Pointe Dr, Omaha, NE 68138"
"$265,000",3bed,3bath,"1,907sqft","7,841sqft lot",BHHS Ambassador Real Estate,"19105 Polk St, Omaha, NE 68135"
"$230,000",3bed,2bath,"1,605sqft",0.32acre lot,Nexthome Signature Real Estate,"18902 Drexel Cir, Omaha, NE 68135"
"$465,000",4bed,3bath,"2,741sqft",0.27acre lot,BHHS Ambassador Real Estate,"17019 Corby St, Omaha, NE 68116"
"$599,000",5bed,4.5bath,"4,879sqft",0.29acre lot,BHHS Ambassador Real Estate,"15757 Spencer St, Omaha, NE 68116"
"$235,000",3bed,2bath,"1,478sqft",0.31acre lot,kwELITE Real Estate,"1530 S 161st St, Omaha, NE 68130"
"$245,000",3bed,3bath,"1,580sqft","7,841sqft lot",Better Homes and Gardens Real Estate The Good Life Group,"15105 Lincoln Cir, Omaha, NE 68154"
"$245,000",3bed,2.5bath,"1,621sqft",0.25acre lot,Nebraska Realty,"16252 Saratoga St, Omaha, NE 68116"
"$260,000",4bed,3bath,"2,000sqft",0.26acre lot,Sandi Downing Real Estate Llc,"15539 Arbor St, Omaha, NE 68144"
"$200,000",3bed,2bath,"1,173sqft",0.26acre lot,Nebraska Realty,"10805 T St, Omaha, NE 68137"
"$325,000",3bed,3bath,"2,510sqft",0.34acre lot,BHHS Ambassador Real Estate,"9902 Pinehurst Cir, Omaha, NE 68124"
"$240,000",3bed,2.5bath,"1,948sqft",0.31acre lot,NP Dodge - 204Dodge Branch Office,"1512 S 140th Avenue Cir, Omaha, NE 68144"
"$315,000",4bed,3bath,"2,538sqft",0.26acre lot,Better Homes And Gardens R.E.,"4522 N 167th St, Omaha, NE 68116"
"$609,900",6bed,3.5bath,"3,820sqft","9,583sqft lot",Better Homes And Gardens R.E.,"18332 Cheyenne Rd, Omaha, NE 68136"
"$129,000",3bed,1bath,"1,194sqft","6,578sqft lot",Nebraska Realty,"4624 N 47th St, Omaha, NE 68104"
"$275,000",4bed,3bath,"2,534sqft","5,706sqft lot",Nebraska Realty,"3114 S 32nd Ave, Omaha, NE 68105"
"$124,900",1bed,1bath,557sqft,,Bhhs Ambassador Real Estate,"105 N 31st Ave Apt 604, Omaha, NE 68131"
"$275,000",3bed,,400sqft,"5,460sqft lot",Nebraska Realty,"3114 S 32nd Ave, Omaha, NE 68105"
"$495,000",4bed,3bath,"2,756sqft",0.25acre lot,Bhhs Ambassador Real Estate,"7307 N 122nd Avenue Cir, Omaha, NE 68142"
"$110,000",2bed,2bath,"1,392sqft","3,052sqft lot",NP Dodge - Sarpy County Branch Office,"1020 S 23rd St, Omaha, NE 68108"
"$123,000",2bed,2bath,"1,036sqft",,Better Homes and Gardens Real Estate The Good Life Group,"12734 Deauville Dr Apt 303B, Omaha, NE 68137"
"$215,000",3bed,3bath,"2,472sqft","6,534sqft lot",Nebraska Realty,"2603 S 34th St, Omaha, NE 68105"
"$399,900",4bed,3bath,"3,087sqft",0.24acre lot,Keller Williams Greater Omaha,"17509 Walnut St, Omaha, NE 68130"
"$500,000",4bed,3.5bath,"3,027sqft",0.32acre lot,Better Homes and Gardens Real Estate The Good Life Group,"10213 S 180th Avenue Cir, Omaha, NE 68136"
"$184,900",2bed,2bath,"1,272sqft","7,841sqft lot",Keller Williams Greater Omaha,"2929 N 205th St, Omaha, NE 68022"
"$153,900",3bed,2bath,"1,344sqft","3,485sqft lot",Exp Realty Llc,"1933 S 18th St, Omaha, NE 68108"
