price,beds,baths,sqft,sqftlot,broker,address
"$500,000",Studio,,"2,000sqft",,BHHS Ambassador Real Estate,"215 S 181st St, Omaha, NE 68022"
"$140,000",4bed,1bath,"1,196sqft","7,405sqft lot",NP Dodge - 204Dodge Branch Office,"1361 S 21st St, Omaha, NE 68108"
"$180,000",3bed,2bath,"1,378sqft","8,276sqft lot",Coldwell Banker NHS RE,"6332 N 51st Ave, Omaha, NE 68104"
"$235,000",4bed,2bath,"1,868sqft","6,098sqft lot",Better Homes and Gardens Real Estate The Good Life Group,"5636 Miami St, Omaha, NE 68104"
"$225,000",3bed,2bath,"1,378sqft","6,970sqft lot",Keller Williams Greater Omaha,"12937 Himebaugh Ave, Omaha, NE 68164"
"$675,000",4bed,3bath,"3,650sqft",0.33acre lot,NP Dodge - 148Dodge Branch Office,"S 175th St Lot 62, Omaha, NE 68136"
"$110,000",3bed,1bath,"1,056sqft","5,461sqft lot",Better Homes and Gardens Real Estate The Good Life Group,"4533 N 41st St, Omaha, NE 68111"
"$425,000",4bed,3.5bath,"3,792sqft",0.32acre lot,Berkshire Real Estate,"1023 Skyline Dr, Omaha, NE 68022"
"$167,500",3bed,2bath,"1,763sqft","6,500sqft lot",Keller Williams Greater Omaha,"4223 N 66th St, Omaha, NE 68104"
"$475,000",5bed,4bath,"3,408sqft","9,583sqft lot",Synergy Real Estate & Dev Corp,"19008 Sahler St, Omaha, NE 68022"
"$350,000",5bed,3.5bath,"3,157sqft",0.53acre lot,RE/MAX Results,"16760 K Cir, Omaha, NE 68135"
"$275,000",4bed,2bath,"2,142sqft",0.23acre lot,NP Dodge - 204Dodge Branch Office,"18927 Hunter Cir, Omaha, NE 68022"
"$499,000",4bed,4bath,"3,191sqft",0.28acre lot,Better Homes and Gardens Real Estate The Good Life Group,"19010 Pierce Plz, Omaha, NE 68130"
"$235,000",3bed,2.5bath,"1,654sqft",0.25acre lot,Nebraska Realty,"12441 Miami St, Omaha, NE 68164"
"$195,000",3bed,2bath,"1,491sqft","6,098sqft lot",P J MORGAN REAL ESTATE,"11247 Corby St, Omaha, NE 68164"
"$335,000",4bed,3.5bath,"3,303sqft","3,300sqft lot",Bhhs Ambassador Real Estate,"5905 S 176th St, Omaha, NE 68135"
"$345,000",4bed,3bath,"3,088sqft",0.3acre lot,BHHS Ambassador Real Estate,"4126 S 199th Cir, Omaha, NE 68135"
"$239,900",4bed,2.5bath,"1,980sqft","7,841sqft lot",BHHS Ambassador Real Estate,"11359 Raleigh Dr, Omaha, NE 68164"
"$249,900",3bed,2bath,"2,246sqft","9,583sqft lot",BHHS Ambassador Real Estate,"1274 S 165th Ave, Omaha, NE 68130"
"$499,000",5bed,4.5bath,"3,605sqft",0.23acre lot,BHHS Ambassador Real Estate,"714 S 200th St, Omaha, NE 68022"
"$200,000",4bed,3bath,"2,254sqft","7,405sqft lot",BHHS Ambassador Real Estate,"7544 Erskine St, Omaha, NE 68134"
"$215,000",5bed,3bath,"2,270sqft","9,148sqft lot",NP Dodge - 148Dodge Branch Office,"6508 S 39th St, Omaha, NE 68107"
"$455,500",4bed,4.5bath,"3,630sqft",0.23acre lot,Robert Q Kelly Jr Broker,"3414 N 161st Ter, Omaha, NE 68116"
"$399,000",3bed,2.5bath,"2,965sqft",0.33acre lot,Bhhs Ambassador Real Estate,"3516 S 101st St, Omaha, NE 68124"
"$760,000",4bed,4.5bath,"4,996sqft",0.52acre lot,Nebraska Realty,"709 N 159th St, Omaha, NE 68118"
"$310,000",4bed,2.5bath,"2,262sqft",0.26acre lot,Redfin Corporation,"9922 Cady Ave, Omaha, NE 68134"
"$195,000",3bed,1.5bath,"1,600sqft",0.24acre lot,Better Homes and Gardens Real Estate The Good Life Group,"8103 Templeton Dr, Omaha, NE 68134"
"$145,000",3bed,1bath,865sqft,0.25acre lot,Exp Realty Llc,"3811 Vinton St, Omaha, NE 68105"
"$299,999",4bed,2.5bath,"1,943sqft","8,712sqft lot",NP Dodge - Council Bluffs Branch Office,"4922 N 161st St, Omaha, NE 68116"
"$200,000",3bed,2bath,"1,404sqft","8,976sqft lot",Nebraska Realty,"13523 Hickory Cir, Omaha, NE 68144"
"$150,000",4bed,2bath,"1,374sqft","6,098sqft lot",RE/MAX Results,"340 N 37th St, Omaha, NE 68131"
"$157,500",1bed,1bath,750sqft,,Better Homes and Gardens Real Estate The Good Life Group,"300 S 16th St Apt 902, Omaha, NE 68102"
"$125,000",2bed,1bath,"1,076sqft","5,040sqft lot",Bhhs Ambassador Real Estate,"2878 Newport Ave, Omaha, NE 68112"
"$168,000",3bed,2bath,"1,536sqft","2,178sqft lot",Nebraska Realty Sarpy County,"5017 NW Radial Hwy, Omaha, NE 68104"
"$195,000",3bed,1bath,"2,118sqft","5,227sqft lot",BHHS Ambassador Real Estate,"5924 Pacific St, Omaha, NE 68106"
"$369,900",4bed,3bath,"2,521sqft","6,534sqft lot",Better Homes And Gardens R.E.,"5413 N 209th St, Elkhorn, NE 68022"
"$369,900",4bed,3bath,"2,521sqft","6,534sqft lot",Better Homes And Gardens R.E.,"5405 N 209th St, Elkhorn, NE 68022"
"$305,000",3bed,2.5bath,"1,817sqft",0.32acre lot,BHHS Ambassador Real Estate,"3283 Bridgeford Rd, Omaha, NE 68124"
"$155,000",3bed,1.5+bath,"1,384sqft","6,534sqft lot",Better Homes And Gardens R.E.,"3702 V St, Omaha, NE 68107"
"$235,000",3bed,3bath,"2,554sqft","9,583sqft lot",Exp Realty Llc,"4808 Bedford Ave, Omaha, NE 68104"
"$635,000",3bed,3.5bath,"3,716sqft","4,792sqft lot",Bhhs Ambassador Real Estate,"8910 Douglas Ct, Omaha, NE 68114"
"$416,000",2bed,2bath,"1,403sqft",,Sandi Downing Real Estate Llc,"555 Riverfront Plz Apt 704, Omaha, NE 68102"
"$235,000",3bed,2.5bath,"1,809sqft","4,792sqft lot",Better Homes And Gardens R.E.,"12111 Burdette Cir, Omaha, NE 68164"
"$425,000",4bed,2.5bath,"3,035sqft","6,098sqft lot",Better Homes and Gardens Real Estate The Good Life Group,"3820 Cass St, Omaha, NE 68131"
"$240,000",3bed,2.5bath,"1,773sqft","5,880sqft lot",BHHS Ambassador Real Estate,"11642 Polk St, Omaha, NE 68137"
"$185,000",3bed,2bath,"1,604sqft","6,098sqft lot",Bhhs Ambassador Real Estate,"2024 S 60th St, Omaha, NE 68106"
"$275,000",3bed,4bath,"2,539sqft","8,712sqft lot",Tnt Realty Inc,"11321 Sahler St, Omaha, NE 68164"
"$160,000",3bed,2bath,"1,556sqft","8,712sqft lot",Exp Realty Llc,"4013 S 10th St, Omaha, NE 68107"
"$155,000",2bed,1.5bath,"1,098sqft","6,098sqft lot",NP Dodge - Sarpy County Branch Office,"2321 Polk St, Omaha, NE 68107"
"$235,000",3bed,2.5bath,"1,751sqft","4,792sqft lot",Nebraska Realty,"14726 O Cir, Omaha, NE 68137"
"$225,000",3bed,2bath,"1,713sqft","9,801sqft lot",RE/MAX Results,"17702 Edna St, Omaha, NE 68136"
"$220,000",3bed,2bath,"1,342sqft","5,358sqft lot",Nebraska Realty,"6961 N 89th Ave, Omaha, NE 68122"
"$555,000",5bed,4.5bath,"4,528sqft",0.41acre lot,BHHS Ambassador Real Estate,"950 S Hws Cleveland Blvd, Elkhorn, NE 68022"
"$299,900",3bed,2bath,"2,375sqft",0.32acre lot,Bhhs Ambassador Real Estate,"7805 Woolworth Ave, Omaha, NE 68124"
"$269,000",4bed,3.5bath,"2,534sqft","5,724sqft lot",Maxim Realty Group Llc,"14614 Grand Ave, Omaha, NE 68116"
"$511,750",2bed,2bath,"2,047sqft",,Better Homes and Gardens Real Estate The Good Life Group,"120 S 31st Ave Apt 5808, Omaha, NE 68131"
"$300,000",3bed,2.5bath,"2,169sqft","9,072sqft lot",Nebraska Realty,"16881 I St, Omaha, NE 68135"
"$475,000",5bed,4.5bath,"3,600sqft",0.23acre lot,Bhhs Ambassador Real Estate,"2676 N Hws Cleveland Blvd, Omaha, NE 68116"
"$250,000",4bed,3bath,"2,219sqft","9,044sqft lot",Bhhs Ambassador Real Estate,"12323 Parker Cir, Omaha, NE 68154"
"$105,000",3bed,3bath,"1,352sqft","8,276sqft lot",kwELITE Real Estate,"6746 N Ridge Dr, Omaha, NE 68112"
"$265,000",3bed,2.5bath,"1,907sqft",0.28acre lot,Better Homes and Gardens Real Estate The Good Life Group,"4609 N 166th St, Omaha, NE 68116"
"$400,000",3bed,2bath,"1,871sqft",0.29acre lot,BHHS Ambassador Real Estate,"11549 Scott St, Omaha, NE 68142"
"$275,000",3bed,2.5bath,"2,264sqft",0.41acre lot,BHHS Ambassador Real Estate,"1105 S 95th St, Omaha, NE 68124"
"$405,000",5bed,3bath,"2,975sqft","9,583sqft lot",Nebraska Realty,"2049 S 199th St, Omaha, NE 68130"
"$525,000",5bed,3.5bath,"4,270sqft",0.34acre lot,BHHS Ambassador Real Estate,"2111 S 183rd Cir, Omaha, NE 68130"
"$290,000",3bed,2bath,"1,472sqft","6,160sqft lot",Better Homes and Gardens Real Estate The Good Life Group,"6118 S 189th St, Omaha, NE 68135"
"$375,000",4bed,3bath,"2,412sqft","2,412sqft lot",Bhhs Ambassador Real Estate,"5822 N 152nd St, Omaha, NE 68116"
"$450,000",4bed,3.5bath,"2,559sqft","9,880sqft lot",Nebraska Realty,"2349 N 177th St, Omaha, NE 68116"
"$350,000",4bed,3bath,"2,228sqft","9,583sqft lot",BHHS Ambassador Real Estate,"11809 Frances St, Omaha, NE 68144"
"$350,000",4bed,3bath,"2,927sqft","7,184sqft lot",Better Homes and Gardens Real Estate The Good Life Group,"17026 Aurora St, Omaha, NE 68136"
"$305,000",4bed,2.5+bath,"2,366sqft",0.33acre lot,Better Homes And Gardens R.E.,"5905 S 187th Avenue Cir, Omaha, NE 68135"
"$439,340",4bed,2.5bath,"2,220sqft","1,089sqft lot",NP Dodge - 204Dodge Branch Office,"18502 Locust St, Omaha, NE 68022"
"$240,000",5bed,3bath,,"7,841sqft lot",kwELITE Real Estate,"140 N 31st Ave, Omaha, NE 68131"
"$150,000",2bed,1bath,"1,312sqft",261sqft lot,NP Dodge - 204Dodge Branch Office,"13950 Greenfield Rd, Omaha, NE 68138"
"$165,000",2bed,2bath,"1,056sqft",44sqft lot,The Morgan Company Real Estate,"14668 Taylor Plz, Omaha, NE 68116"
"$206,500",2bed,1.5bath,"1,894sqft","3,049sqft lot",Coldwell Banker NHS RE,"2326 N 120th Avenue Cir, Omaha, NE 68164"
"$135,000",2bed,1bath,926sqft,,Better Homes and Gardens Real Estate The Good Life Group,"2315 Harney St Apt 201, Omaha, NE 68102"
"$569,000",4bed,3bath,"2,843sqft","8,712sqft lot",BHHS Ambassador Real Estate,"1410 S 200th Cir, Omaha, NE 68130"
"$269,900",3bed,2.5bath,"2,332sqft","6,534sqft lot",BHHS Ambassador Real Estate,"7413 N 107th St, Omaha, NE 68122"
"$170,000",2bed,1.5bath,"1,350sqft","1,350sqft lot",BHHS Ambassador Real Estate,"3000 Farnam St Unit S4A, Omaha, NE 68131"
"$459,000",2bed,2bath,"1,606sqft",,Better Homes and Gardens Real Estate The Good Life Group,"220 S 31st Ave Apt 3611, Omaha, NE 68131"
"$89,000",2bed,1bath,732sqft,"5,227sqft lot",Tnt Realty Inc,"3736 N 40th St, Omaha, NE 68111"
"$200,000",2bed,1.5bath,"1,672sqft",0.3acre lot,BHHS Ambassador Real Estate,"4766 Bedford Ave, Omaha, NE 68104"
"$185,000",4bed,1.5bath,"1,883sqft","6,098sqft lot",Coldwell Banker NHS RE,"3130 Mason St, Omaha, NE 68105"
"$139,900",2bed,2bath,"1,056sqft","4,356sqft lot",Bhhs Ambassador Real Estate,"18155 Hayes Plz, Omaha, NE 68135"
"$309,000",4bed,2.5bath,"3,080sqft","7,841sqft lot",Keller Williams Greater Omaha,"16859 K St, Omaha, NE 68135"
"$189,900",3bed,3bath,"1,427sqft","9,583sqft lot",Flatwater Realty,"6424 Whitmore St, Omaha, NE 68152"
"$344,900",5bed,2.5bath,"3,074sqft","5,781sqft lot",Better Homes and Gardens Real Estate The Good Life Group,"1301 S 36th St, Omaha, NE 68105"
"$700,000",2bed,2.5+bath,"3,544sqft",0.32acre lot,BHHS Ambassador Real Estate,"19136 Harrison St, Omaha, NE 68136"
"$275,000",3bed,3bath,"2,371sqft",0.28acre lot,Nebraska Realty,"3233 S 118th St, Omaha, NE 68144"
"$475,000",3bed,3bath,"2,476sqft","8,068sqft lot",Exp Realty Llc,"6033 N Hws Cleveland Blvd, Omaha, NE 68116"
"$120,000",2bed,1bath,940sqft,"4,792sqft lot",Landmark Group,"5009 NW Radial Hwy, Omaha, NE 68104"
"$190,000",4bed,2bath,"1,397sqft","7,841sqft lot",Bhhs Ambassador Real Estate,"13106 Sahler St, Omaha, NE 68164"
"$449,000",4bed,4.5bath,"4,407sqft",0.26acre lot,Listwithfreedom.com,"167 S 167th St, Omaha, NE 68118"
"$187,500",3bed,1.5bath,"1,956sqft","6,970sqft lot",NP Dodge - 148Dodge Branch Office,"5124 S 121st St, Omaha, NE 68137"
"$164,950",2bed,1bath,"1,036sqft","7,405sqft lot",BHHS Ambassador Real Estate,"2019 N 48th Ave, Omaha, NE 68104"
"$315,000",4bed,3bath,"2,896sqft",0.28acre lot,BHHS Ambassador Real Estate,"8734 N 57th St, Omaha, NE 68152"
"$220,000",3bed,2bath,"1,413sqft","5,227sqft lot",Nebraska Realty,"19607 V St, Omaha, NE 68135"
"$165,000",3bed,2bath,"1,436sqft","6,970sqft lot",Bhhs Ambassador Real Estate,"5415 N 48th Ave, Omaha, NE 68104"
"$375,000",4bed,3bath,"2,100sqft",0.27acre lot,BHHS Ambassador Real Estate,"4954 S 178th St, Omaha, NE 68135"
"$435,000",4bed,3bath,"3,276sqft","8,712sqft lot",Coldwell Banker NHS RE,"18413 Farnam St, Omaha, NE 68022"
"$175,000",3bed,1bath,"1,192sqft","8,260sqft lot",Keller Williams Greater Omaha,"4906 N 62nd St, Omaha, NE 68104"
"$259,000",3bed,2.5bath,"1,958sqft","9,148sqft lot",Nebraska Realty Sarpy County,"1523 S 141st Cir, Omaha, NE 68144"
"$339,000",4bed,3bath,"2,349sqft","5,663sqft lot",Better Homes and Gardens Real Estate The Good Life Group,"20217 C St, Omaha, NE 68130"
"$445,000",3bed,2bath,"1,752sqft","9,322sqft lot",BHHS Ambassador Real Estate,"3807 N 189th St, Omaha, NE 68022"
"$220,000",3bed,2bath,"1,617sqft","5,837sqft lot",Listwithfreedom.com,"14714 Sahler St, Omaha, NE 68116"
"$565,000",5bed,4.5bath,"3,887sqft",0.29acre lot,Nebraska Realty,"407 S 198th St, Omaha, NE 68022"
"$185,000",2bed,1.5bath,"1,176sqft","6,970sqft lot",Nebraska Realty,"13437 Josephine St, Omaha, NE 68138"
"$295,000",2bed,2bath,"1,361sqft","6,578sqft lot",Nebraska Realty,"8166 S 190th St, Omaha, NE 68136"
"$422,900",2bed,2bath,"1,423sqft",,Better Homes and Gardens Real Estate The Good Life Group,"120 S 31st Ave Apt 5602, Omaha, NE 68131"
"$185,000",3bed,3bath,"1,470sqft",0.37acre lot,Coldwell Banker NHS RE,"9806 Corby St, Omaha, NE 68134"
"$320,000",3bed,2bath,"2,044sqft",0.35acre lot,BHHS Ambassador Real Estate,"9813 Pine St, Omaha, NE 68124"
"$525,000",5bed,3bath,"3,517sqft",0.27acre lot,BHHS Ambassador Real Estate,"18916 Alder Dr, Omaha, NE 68136"
"$349,000",4bed,2.5bath,"2,074sqft","9,349sqft lot",BHHS Ambassador Real Estate,"18810 Willow St, Omaha, NE 68136"
"$140,000",2bed,1bath,"1,014sqft","3,049sqft lot",Keller Williams Greater Omaha,"7826 Read Plz, Omaha, NE 68122"
"$200,000",3bed,3bath,"1,845sqft","6,534sqft lot",HEARTLAND PROPERTIESINC,"7616 S 173rd St, Omaha, NE 68136"
"$100,000",4bed,2bath,"2,077sqft","9,148sqft lot",Exp Realty Llc,"1940 S 14th St, Omaha, NE 68108"
"$255,000",4bed,2bath,"2,210sqft","4,792sqft lot",BHHS Ambassador Real Estate,"972 S 45th St, Omaha, NE 68106"
"$110,000",3bed,1bath,"1,230sqft","6,650sqft lot",Nebraska Realty,"4715 N 38th St, Omaha, NE 68111"
"$400,000",5bed,4.5bath,"4,060sqft","4,060sqft lot",Bhhs Ambassador Real Estate,"17319 O St, Omaha, NE 68135"
"$125,000",2bed,1bath,878sqft,"4,356sqft lot",Bhhs Ambassador Real Estate,"1925 S 15th St, Omaha, NE 68108"
"$359,900",4bed,2.5+bath,"4,075sqft",0.23acre lot,BHHS Ambassador Real Estate,"16333 Western Ave, Omaha, NE 68118"
"$159,900",2bed,2bath,"1,400sqft","8,712sqft lot",Platinum Realty LLC,"2316 N 67th St, Omaha, NE 68104"
"$2,000,000",4bed,3.5bath,"4,227sqft",4.86acre lot,Bhhs Ambassador Real Estate,"21814 Daylily Cir, Omaha, NE 68022"
"$325,000",3bed,3bath,"2,186sqft",0.27acre lot,Better Homes and Gardens Real Estate The Good Life Group,"4410 William St, Omaha, NE 68105"
"$145,000",3bed,2bath,"1,616sqft",871sqft lot,NP Dodge - 148Dodge Branch Office,"13218 Carpenter St, Omaha, NE 68138"
"$249,900",3bed,3bath,"1,482sqft","6,534sqft lot",CENTURY 21 Century Real Estate,"8412 Wyoming St, Omaha, NE 68122"
"$165,000",3bed,2bath,"1,031sqft","5,000sqft lot",Bhhs Ambassador Real Estate,"4202 S 39th Ave, Omaha, NE 68107"
"$355,000",5bed,3.5bath,"3,413sqft","8,276sqft lot",RE/MAX Results,"19341 G St, Omaha, NE 68135"
"$265,000",4bed,2.5bath,"2,156sqft","8,712sqft lot",BHHS Ambassador Real Estate,"16251 Z St, Omaha, NE 68135"
"$215,000",3bed,3bath,"1,591sqft","7,841sqft lot",Milford Real Estate,"8460 Craig Ave, Omaha, NE 68122"
"$190,000",3bed,2bath,"1,608sqft","5,663sqft lot",Platinum Realty LLC,"6023 Orchard Ave, Omaha, NE 68117"
"$175,000",2bed,2bath,"1,107sqft",,CENTURY 21 Century Real Estate,"11945 Miracle Hills Dr Apt 17, Omaha, NE 68154"
"$290,000",4bed,2.5bath,"2,247sqft",0.33acre lot,kwELITE Real Estate,"1131 N 121st St, Omaha, NE 68154"
"$310,000",3bed,2.5bath,"1,847sqft","6,534sqft lot",NP Dodge - Council Bluffs Branch Office,"4917 California St, Omaha, NE 68132"
"$300,000",5bed,2.5+bath,"2,970sqft","8,276sqft lot",Keller Williams Greater Omaha,"12653 Meredith Ave, Omaha, NE 68164"
"$450,000",5bed,3.5bath,"3,227sqft",0.24acre lot,BHHS Ambassador Real Estate,"2514 N 173rd St, Omaha, NE 68116"
"$300,000",4bed,3bath,"2,931sqft",0.24acre lot,kwELITE Real Estate,"15820 Audrey St, Omaha, NE 68136"
"$295,000",4bed,2.5+bath,"2,437sqft","7,405sqft lot",Better Homes And Gardens R.E.,"7203 N 76th St, Omaha, NE 68122"
"$285,000",3bed,2.5bath,"2,121sqft","6,970sqft lot",BHHS Ambassador Real Estate,"15068 Hillside Dr, Omaha, NE 68154"
"$235,000",3bed,2bath,"1,420sqft",610sqft lot,Keller Williams Greater Omaha,"7828 S 159th St, Omaha, NE 68136"
"$345,000",4bed,3bath,"2,501sqft",0.23acre lot,Listwithfreedom.com,"13520 Camden Ave, Omaha, NE 68164"
"$225,000",3bed,2.5bath,"1,995sqft",0.35acre lot,NP Dodge - 148Dodge Branch Office,"5615 N 80th St, Omaha, NE 68134"
"$575,000",4bed,5bath,"4,053sqft",0.25acre lot,Bhhs Ambassador Real Estate,"2338 S 186th Cir, Omaha, NE 68130"
"$209,950",4bed,3bath,"1,885sqft","8,712sqft lot",Better Homes and Gardens Real Estate The Good Life Group,"3830 N 95th St, Omaha, NE 68134"
"$320,000",4bed,3bath,"1,975sqft",0.25acre lot,Johnson Realty,"5711 S 164th St, Omaha, NE 68135"
"$398,500",4bed,3bath,"2,582sqft",0.25acre lot,BHHS Ambassador Real Estate,"19906 Mason St, Omaha, NE 68022"
"$200,000",3bed,2bath,"1,232sqft",,Bhhs Ambassador Real Estate,"7862 Vernon Ave, Omaha, NE 68134"
"$190,000",3bed,2bath,"1,693sqft",0.23acre lot,Burrows Tracts Real Estate,"9212 Fowler Cir, Omaha, NE 68134"
"$235,000",2bed,2bath,"1,685sqft","8,712sqft lot",P J MORGAN REAL ESTATE,"6465 Pacific St, Omaha, NE 68106"
"$230,000",3bed,2.5bath,"1,936sqft","7,405sqft lot",Bhhs Ambassador Real Estate,"14842 Holmes St, Omaha, NE 68137"
"$325,000",3bed,2bath,"1,711sqft",0.23acre lot,Better Homes and Gardens Real Estate The Good Life Group,"1029 N 64th St, Omaha, NE 68132"
"$175,000",3bed,2bath,"1,436sqft",0.46acre lot,Bhhs Ambassador Real Estate,"7333 Miami St, Omaha, NE 68134"
"$546,000",3bed,3bath,"2,966sqft","7,789sqft lot",Exp Realty Llc,"6025 N Hws Cleveland Blvd, Omaha, NE 68116"
"$525,000",5bed,3bath,"4,132sqft",0.29acre lot,BHHS Ambassador Real Estate,"3532 S 200th Ave, Omaha, NE 68130"
"$390,000",3bed,3bath,"1,913sqft","7,854sqft lot",Exp Realty Llc,"6029 N Hws Cleveland Blvd, Omaha, NE 68116"
"$157,711",4bed,1bath,"1,590sqft","8,712sqft lot",NP Dodge - 108Dodge Branch Office,"3912 N 70th Cir, Omaha, NE 68104"
"$425,000",3bed,4bath,"3,815sqft","5,810sqft lot",BHHS Ambassador Real Estate,"2012 N 102nd St, Omaha, NE 68134"
"$290,000",2bed,1.5bath,"1,312sqft",,BHHS Ambassador Real Estate,"1109 Leavenworth Plz, Omaha, NE 68108"
"$250,000",3bed,2bath,"1,780sqft",0.42acre lot,Realty One Group Sterling,"4809 S 49th Ave, Omaha, NE 68117"
"$275,000",3bed,3bath,"1,952sqft",0.31acre lot,Bhhs Ambassador Real Estate,"16098 Redman Ave, Omaha, NE 68116"
"$295,000",1bed,1.5bath,"1,043sqft",,Liberty Core Real Estate,"105 S 9th St Apt 413, Omaha, NE 68102"
"$290,500",2bed,2bath,"1,241sqft","4,574sqft lot",Bhhs Ambassador Real Estate,"17019 Hawthorne Ave, Omaha, NE 68118"
"$390,000",5bed,3.5bath,"3,368sqft","9,360sqft lot",NP Dodge - 108Dodge Branch Office,"16405 W St, Omaha, NE 68135"
"$119,000",2bed,1bath,770sqft,"4,792sqft lot",Nebraska Realty,"7818 N 30th St, Omaha, NE 68112"
"$265,000",3bed,2bath,"2,327sqft","8,276sqft lot",The Gallery of Homes,"10610 Craig St, Omaha, NE 68122"
"$250,000",4bed,2bath,"1,820sqft",0.75acre lot,Bhhs Ambassador Real Estate,"4674 Washington Ave, Omaha, NE 68152"
"$205,000",3bed,2bath,"1,322sqft","6,316sqft lot",Hike Real Estate Pc Bellevue,"8208 S 161st Ave, Omaha, NE 68136"
"$200,000",3bed,2bath,"1,360sqft","6,534sqft lot",Nebraska Realty,"8004 Bondesson St, Omaha, NE 68122"
"$559,900",4bed,4.5bath,"4,434sqft",0.26acre lot,Nebraska Realty,"17608 O St, Omaha, NE 68135"
"$205,000",3bed,1bath,"1,673sqft","6,098sqft lot",CENTURY 21 Century Real Estate,"8330 Parker Ct, Omaha, NE 68114"
"$200,000",3bed,1.5bath,"1,486sqft","7,800sqft lot",Hike Real Estate Pc Bellevue,"5109 Madison St, Omaha, NE 68117"
"$245,000",3bed,2.5bath,"1,961sqft","6,098sqft lot",Nebraska Realty,"14521 Grand Ave, Omaha, NE 68116"
"$285,000",3bed,2.5bath,"2,696sqft",0.25acre lot,NP Dodge - 108Dodge Branch Office,"6207 S 149th St, Omaha, NE 68137"
"$1,200,000",4bed,3.5bath,"5,075sqft",0.27acre lot,NP Dodge - 108Dodge Branch Office,"2316 S 103rd St, Omaha, NE 68124"
"$200,000",3bed,2bath,"1,344sqft",0.3acre lot,BHHS Ambassador Real Estate,"2636 N 113th St, Omaha, NE 68164"
"$1,999,000",5bed,5.5bath,"11,242sqft",2.87acre lot,Bhhs Ambassador Real Estate,"9917 Fieldcrest Dr, Omaha, NE 68114"
"$285,000",3bed,2.5bath,"2,613sqft",0.28acre lot,Nebraska Realty,"13908 Gertrude Cir, Omaha, NE 68138"
"$265,000",3bed,2.5bath,"2,434sqft",0.29acre lot,BHHS Ambassador Real Estate,"9806 P Cir, Omaha, NE 68127"
"$411,101",5bed,2.5bath,"3,058sqft",0.31acre lot,Stevens Real Estate,"9128 Timberline Dr, Omaha, NE 68152"
"$264,900",4bed,2.5bath,"2,044sqft","8,844sqft lot",Nebraska Realty,"2667 N 125th Ave, Omaha, NE 68164"
"$280,000",3bed,3bath,"1,786sqft","6,270sqft lot",Keller Williams Greater Omaha,"14825 Queens Dr, Omaha, NE 68116"
"$345,000",4bed,2.5+bath,"2,766sqft",0.23acre lot,NP Dodge - 204Dodge Branch Office,"6012 S 157th Cir, Omaha, NE 68135"
"$345,000",4bed,2.5bath,"2,606sqft","7,405sqft lot",BHHS Ambassador Real Estate,"2514 N 165th Ave, Omaha, NE 68116"
"$215,000",3bed,2.5bath,"2,070sqft","7,405sqft lot",Red Door Realty,"435 S 153rd Cir, Omaha, NE 68154"
"$319,500",2bed,2bath,"1,142sqft",,Better Homes and Gardens Real Estate The Good Life Group,"120 S 31st Ave Apt 5707, Omaha, NE 68131"
"$333,000",4bed,2bath,"1,653sqft","5,924sqft lot",Nebraska Realty,"6031-1109 Pacific St, Omaha, NE 68106"
"$270,000",3bed,2bath,"1,968sqft","7,405sqft lot",Better Homes and Gardens Real Estate The Good Life Group,"3424 N 152nd Ave, Omaha, NE 68116"
"$244,950",3bed,2.5bath,"1,818sqft",0.27acre lot,Nebraska Realty Sarpy County,"13941 Cir, Omaha, NE 68137"
"$225,000",3bed,2bath,"1,339sqft","6,970sqft lot",Keller Williams Greater Omaha,"13912 Birchwood Ave, Omaha, NE 68137"
"$495,000",4bed,4bath,"3,675sqft",0.26acre lot,NP Dodge - 108Dodge Branch Office,"10320 S 177th St, Omaha, NE 68136"
"$460,000",4bed,3.5bath,"2,724sqft",0.24acre lot,BHHS Ambassador Real Estate,"18834 Spaulding St, Omaha, NE 68022"
"$550,000",5bed,3.5bath,"3,492sqft","9,583sqft lot",BHHS Ambassador Real Estate,"508 S 199th St, Omaha, NE 68022"
"$340,000",3bed,2bath,"2,084sqft","6,534sqft lot",Better Homes and Gardens Real Estate The Good Life Group,"5011 Lafayette Ave, Omaha, NE 68132"
